Region,City,district,latitude,longitude
Madinah Area,Yanbu,Qurtubah Dist.,24.0971527,38.0861286
Madinah Area,Yanbu,Al Usayli Dist.,24.1093762,38.0723427
Madinah Area,Yanbu,Ar Rabwah Dist.,24.0930244,38.0685477
Madinah Area,Yanbu,Al Sumayri Dist.,24.0215687,38.211836
Madinah Area,Yanbu,Al Wurud Dist.,24.0494103,38.2148564
Madinah Area,Yanbu,Al Ferdous Dist.,24.1135977,38.0434928
Madinah Area,Yanbu,Mishrifah Dist.,24.115835,38.06586
Madinah Area,Yanbu,Al Jabriyah Dist.,24.0186052,38.2013359
Madinah Area,Yanbu,Al Aqiq Dist.,24.0895265,38.0618346
Madinah Area,Yanbu,Al Wahah Dist.,24.0796034,38.1046813
Madinah Area,Yanbu,Al Muruj Dist.,24.1043616,38.0175483
Madinah Area,Yanbu,Al Nahdah Dist.,23.9828435,38.2000561
Madinah Area,Yanbu,Al Hawra Dist.,24.0916822,38.0476699
Madinah Area,Yanbu,Al Suraif Dist.,24.0836975,38.0434674
Madinah Area,Yanbu,Yanbu Al Balad Dist.,24.0819359,38.0627705
Madinah Area,Yanbu,Al Buhayrah Dist.,24.0732398,38.0909624
Madinah Area,Yanbu,Al Hadaek Dist.,24.0869226,38.0595042
Madinah Area,Yanbu,Al Majd Dist.,24.0718891,38.105703
Madinah Area,Yanbu,Al Safa Dist.,24.1094807,38.1336381
Madinah Area,Yanbu,Al Rabiyah Dist.,24.1319431,38.0547513
Madinah Area,Yanbu,Ghirnatah Dist.,24.0046082,38.1647422
Madinah Area,Yanbu,Al Dana Dist.,24.1320612,37.9852962
Madinah Area,Yanbu,Al Ghadir Dist.,23.9886695,38.1965856
Madinah Area,Yanbu,Airport,24.0895265,38.0618346
Madinah Area,Yanbu,Al Shifa Dist.,24.0018129,38.2090491
Madinah Area,Yanbu,Al Fayha Dist.,24.0895265,38.0618346
Madinah Area,Yanbu,Al Rawabi Dist.,23.999225,38.2045716
Madinah Area,Yanbu,Al Qadisiyah Dist.,24.0895265,38.0618346
Madinah Area,Yanbu,Bonded And Reexport Zone,24.089596,38.044255
Madinah Area,Yanbu,Al Marwah Dist.,24.0895265,38.0618346
Madinah Area,Yanbu,Al Asheyrah Dist.,24.2747478,38.3829367
Madinah Area,Yanbu,Al Bathnah Dist.,24.0039535,38.1683271
Madinah Area,Yanbu,Industrial Area,23.9766516,38.2497901
Madinah Area,Yanbu,An Nujayl Dist.,24.0142053,38.1923581
Madinah Area,Yanbu,Al Rawdah Dist.,24.0260295,38.2082703
Madinah Area,Yanbu,Al Rayyan Dist.,24.1154688,38.0438849
Madinah Area,Yanbu,Al Sawaiq Dist.,24.0417134,38.2209949
Madinah Area,Yanbu,Radwa Dist.,23.9997791,38.2082525
Madinah Area,Yanbu,Al Shati Dist.,24.077135,38.0403367
Al Riyadh Area,Shaqra,Industrial Area,25.2587285,45.2773975
Al Riyadh Area,Shaqra,Gaslah Dist.,25.2235674,45.2922938
Al Riyadh Area,Shaqra,Al Wakf Dist.,25.2154077,45.2737617
Al Riyadh Area,Shaqra,Ash Shifa Dist.,25.2476471,45.2524792
Al Riyadh Area,Shaqra,King Fahd Dist.,25.2466926,45.2473418
Al Riyadh Area,Shaqra,Ar Rawdah Dist.,25.2413243,45.2525563
Al Riyadh Area,Shaqra,Al Naseem Dist.,25.25461,45.2618907
Al Riyadh Area,Shaqra,Al Washm Dist.,25.2484728,45.258324
Al Riyadh Area,Shaqra,Al Rehab Dist.,25.2523763,45.230523
Al Riyadh Area,Al Qasab,Al Khalidiyah Dist.,24.5146326,44.3790118
Al Riyadh Area,Al Qasab,Al Aziziyah Dist.,24.5256458,44.4055847
Al Riyadh Area,Al Qasab,Al Yasmin Dist.,24.8245095,46.6470272
Al Riyadh Area,Al Qasab,An Nuzhah Dist.,24.5484956,44.4539401
Al Riyadh Area,Al Qasab,As Sinaiyah Dist.,24.0679868,45.3075707
Al Riyadh Area,Al Qasab,Ad Dirah Dist.,24.0476032,45.2488481
Al Riyadh Area,Al Qasab,Al Faisaliyah Dist.,24.6369766,46.7728034
Al Riyadh Area,Al Qasab,Ash Sharafiyah Dist.,24.6535116,46.6689795
Al Riyadh Area,Al Qasab,An Nahdah Dist.,25.2981044,45.5204827
Al Riyadh Area,Al Qasab,Ash Shifa Dist.,24.5673452,46.7024146
Al Riyadh Area,Al Duwadimi,Mishrifah Dist.,24.4724425,44.3582586
Al Riyadh Area,Al Duwadimi,An Nuzhah Dist.,24.5484956,44.4539401
Al Riyadh Area,Al Duwadimi,Hiteen Dist.,24.5441386,44.4273536
Al Riyadh Area,Al Duwadimi,King Fahd Dist.,24.5387924,44.4187267
Al Riyadh Area,Al Duwadimi,Al Haramain Dist.,24.5199067,44.4096035
Al Riyadh Area,Al Duwadimi,As Salam Dist.,24.5121602,44.3957607
Al Riyadh Area,Al Duwadimi,Al Khalij  Dist.,24.4940635,44.3736991
Al Riyadh Area,Al Duwadimi,Ad Dirah Dist.,24.4973299,44.3825367
Al Riyadh Area,Al Duwadimi,Ar Rawdah Dist.,24.495706,44.3698053
Al Riyadh Area,Al Duwadimi,Al Faisaliyah Dist.,24.5030501,44.3791607
Al Riyadh Area,Al Duwadimi,Badr Dist.,24.5334801,44.412575
Al Riyadh Area,Al Duwadimi,Ar Rabwah Dist.,24.5627894,44.4714485
Al Riyadh Area,Al Duwadimi,An Nahdah Dist.,24.5200509,44.4215619
Al Riyadh Area,Al Duwadimi,Al Quds Dist.,24.5123294,44.409083
Al Riyadh Area,Al Duwadimi,Al Aziziyah Dist.,24.5256458,44.4055847
Al Riyadh Area,Al Duwadimi,Ar Rayan Dist.,24.5541376,44.4425333
Al Riyadh Area,Al Duwadimi,As Sunbulah Dist.,24.4918504,44.3563846
Al Riyadh Area,Al Duwadimi,Ad Dar Dist.,24.5347504,44.4347332
Al Riyadh Area,Al Duwadimi,Rest House Area,24.4951172,44.4130944
Al Riyadh Area,Al Duwadimi,Musaddah Dist.,23.2149855,46.4897946
Al Riyadh Area,Al Duwadimi,As Sinaiyah Dist.,24.5054394,44.3595971
Al Riyadh Area,Al Duwadimi,Al Khalidiyah Dist.,24.5146326,44.3790118
Al Riyadh Area,Nafi,Al Shamali Dist.,25.0130796,43.8176429
Al Riyadh Area,Nafi,Al Khazzan Dist.,25.0166257,43.8222658
Al Riyadh Area,Nafi,As Saadah Dist.,24.6947699,46.8396337
Al Riyadh Area,Nafi,Ash Shifa Dist.,24.5673452,46.7024146
Al Riyadh Area,Nafi,An Nahdah Dist.,25.1102437,46.0997948
Al Riyadh Area,Nafi,Al Aziziyah Dist.,25.0131193,43.8322617
Al Riyadh Area,Nafi,Al Fayha Dist.,24.6811518,46.8126664
Al Riyadh Area,Nafi,Ash Shuhada Dist.,24.7879698,46.7368914
Al Riyadh Area,Al Bajadiah,Al Sinaiyah Dist.,24.0679868,45.3075707
Al Riyadh Area,Al Bajadiah,Faydat Al Fawazin Dist.,24.5000809,46.6246846
Al Riyadh Area,Al Bajadiah,Al Teseen Dist.,23.6180355,45.3889338
Al Riyadh Area,Al Bajadiah,Al Diyabiyah Dist.,23.6180355,45.3889338
Al Riyadh Area,Al Bajadiah,Barzan Dist.,24.3155581,43.7783768
Al Riyadh Area,Al Bajadiah,Al Yasmin Dist.,24.8245095,46.6470272
Al Riyadh Area,Al Bajadiah,Markaz Al Shararh Dist.,23.6180355,45.3889338
Al Riyadh Area,Al Bajadiah,Ar Rafiah Dist.,24.6386199,46.663748
Al Riyadh Area,Al Bajadiah,Al Aqishiyah Dist.,24.3181481,43.7185475
Al Riyadh Area,Al Bajadiah,Al Balad Dist.,23.6180355,45.3889338
Al Riyadh Area,Al Bajadiah,King Fahd Dist.,23.536028,45.5322724
Al Riyadh Area,Al Bajadiah,Al Maslakh Dist.,23.6180355,45.3889338
Al Riyadh Area,Al Bajadiah,Al Mathawiyah Dist.,23.6180355,45.3889338
Al Riyadh Area,Al Bajadiah,Al Tadamun Dist.,23.6180355,45.3889338
Al Riyadh Area,Al Bajadiah,As Salhiyah Dist.,24.2687969,43.7360992
Al Riyadh Area,Al Bajadiah,King Faisal Dist.,23.5417629,45.5122317
Al Riyadh Area,Al Bajadiah,Mishrifah Dist.,24.2996169,43.7429863
Al Riyadh Area,Al Bajadiah,Saqrah Dist.,24.3157674,43.7229818
Al Riyadh Area,Al Bajadiah,Saqrah Northern Dist.,24.3157674,43.7229818
Al Riyadh Area,Al Bajadiah,Al Radifah Dist.,24.5768665,43.8971633
Al Riyadh Area,Al Bajadiah,Sahara Dist.,23.6180355,45.3889338
Al Riyadh Area,Al Bajadiah,Al Alawat Dist.,23.6180355,45.3889338
Al Riyadh Area,Al Bajadiah,Al Shatiniyyah,24.2692324,43.698675
Al Riyadh Area,Al Bajadiah,Al Qassima Dist.,23.6180355,45.3889338
Al Riyadh Area,Al Bajadiah,Al Badiah Dist.,24.6101789,46.6652601
Al Riyadh Area,Al Bajadiah,Al Zuaibah Dist.,23.6180355,45.3889338
Al Riyadh Area,Al Bajadiah,Prince Sultan Dist.,23.6180355,45.3889338
Al Riyadh Area,Al Bajadiah,Al Faisaliyah Dist.,24.2996169,43.7429863
Madinah Area,Al Henakiyah,Industrial Area,24.9073032,40.5330604
Al Riyadh Area,Huraymila,Ad Dirah Dist.,25.1207836,46.109265
Al Riyadh Area,Huraymila,Al Nakhil Dist.,25.1157976,46.10403
Al Riyadh Area,Huraymila,As Sad Dist.,25.1121635,46.0897355
Al Riyadh Area,Huraymila,Ar Rawdah Dist.,25.117741,46.0932915
Al Riyadh Area,Huraymila,An Nahdah Dist.,25.1102437,46.0997948
Al Riyadh Area,Huraymila,Al Hazm Dist.,25.1059248,46.096487
Al Riyadh Area,Al diriyah,Al Malqah Dist.,24.8070213,46.6018045
Al Riyadh Area,Al diriyah,Al Faisaliyah Dist.,24.7482291,46.5820949
Al Riyadh Area,Al diriyah,Al Salmaniyah Dist.,24.7479649,46.5363683
Al Riyadh Area,Al diriyah,Al Malik Dist.,24.7754485,46.56288
Al Riyadh Area,Al diriyah,Al Diriyah Dist.,24.7479649,46.5363683
Al Riyadh Area,Al diriyah,Al Khalidiyah Dist.,24.7571738,46.5722163
Al Riyadh Area,Al diriyah,Al Asemah Dist.,24.7479649,46.5363683
Al Riyadh Area,Al diriyah,Al Turaif Dist.,24.7336253,46.5746262
Al Riyadh Area,Al diriyah,Al Rooqiyah Dist.,24.7412262,46.5635138
Al Riyadh Area,Al diriyah,Al Sarhiyah Dist.,24.7526785,46.5697104
Al Riyadh Area,Al diriyah,Al Shohda Dist.,24.7479649,46.5363683
Al Riyadh Area,Al diriyah,West Dhahrat Al Oudah Dist.,24.7391592,46.4942767
Al Riyadh Area,Al diriyah,Al Blaida Dist.,24.7479649,46.5363683
Al Riyadh Area,Al diriyah,Al Olab Dist.,24.695087,46.6806472
Al Riyadh Area,Al diriyah,Sultanah,24.9033875,43.7489712
Al Riyadh Area,Al diriyah,East Dhahrat Al Oudah Dist.,24.7391592,46.4942767
Al Riyadh Area,Al diriyah,Al Thilaima Dist.,24.7690193,46.6521589
Al Riyadh Area,Al Uyaynah,Al Ain Dist.,24.916278,46.3680172
Al Riyadh Area,Al Uyaynah,Salam Dist.,24.9017761,46.3864672
Al Riyadh Area,Al Uyaynah,Al Adel Dist.,24.9017761,46.3864672
Al Riyadh Area,Al Uyaynah,Military College,24.9293928,46.3810899
Al Riyadh Area,Al Uyaynah,Aqraba Dist.,24.9017537,46.4381495
Al Riyadh Area,Al Uyaynah,Al Wahah Dist.,24.9045417,46.3907163
Al Riyadh Area,Al Uyaynah,Ash Shuhada Dist.,24.9017761,46.3864672
Al Riyadh Area,Al Uyaynah,Al Waseel Dist.,24.8435226,46.4741831
Al Riyadh Area,Al Uyaynah,Al Wadi Dist.,24.9017761,46.3864672
Al Riyadh Area,Al Uyaynah,Bawdah Dist.,24.8995416,46.2989288
Al Riyadh Area,Al Uyaynah,Najd Dist.,23.5382756,45.4992687
Al Riyadh Area,Al Uyaynah,Prince Sultan Dist.,24.9017761,46.3864672
Al Riyadh Area,Durma,Industrial Area,24.604376,46.1445268
Al Riyadh Area,Durma,Al Yamamah Dist.,24.611517,46.1012359
Al Riyadh Area,Durma,Al Khalidiyah Dist.,24.604692,46.136985
Al Riyadh Area,Durma,Al Aziziyah Dist.,24.6069612,46.1287998
Al Riyadh Area,Durma,Al Wurud 1 Dist.,24.6071249,46.1243437
Al Riyadh Area,Durma,An Nahdah Dist.,24.6101656,46.1126653
Al Riyadh Area,Durma,Al Muntazah Dist.,24.6147768,46.1009502
Al Riyadh Area,Durma,Al Badi Al Gharbi Dist.,24.5965003,46.1283855
Al Riyadh Area,Durma,Al Anqari Dist.,24.5960006,46.1239109
Al Riyadh Area,Durma,Al Badi Ash Sharqi Dist.,24.592561,46.1355134
Al Riyadh Area,Al Quwaiiyah,Abu Salim Dist.,24.0792391,45.280393
Al Riyadh Area,Al Quwaiiyah,As Salam Dist.,24.0722582,45.2811285
Al Riyadh Area,Al Quwaiiyah,Al Jazirah Dist.,24.0805697,45.2875655
Al Riyadh Area,Al Quwaiiyah,Al Khalij Dist.,24.0868366,45.2982958
Al Riyadh Area,Al Quwaiiyah,Ar Rabwah Dist.,24.0777373,45.3036919
Al Riyadh Area,Al Quwaiiyah,Az Zuhur Dist.,24.0627443,45.2807498
Al Riyadh Area,Al Quwaiiyah,Al Basatin Dist.,24.0586077,45.2715477
Al Riyadh Area,Al Quwaiiyah,Al Wahah Dist.,24.0494271,45.2608519
Al Riyadh Area,Al Quwaiiyah,Ad Dirah Dist.,24.0476032,45.2488481
Al Riyadh Area,Al Quwaiiyah,As Sinaiyah Dist.,24.0679868,45.3075707
Al Riyadh Area,Al Quwaiiyah,Al Wurud Dist.,24.0659681,45.2965464
Al Riyadh Area,Al Quwaiiyah,Al Hazm Dist.,24.043897,45.2522085
Al Riyadh Area,Al Quwaiiyah,Al Jaffuniyyah Dist.,24.0496818,45.2565155
Al Riyadh Area,Al Quwaiiyah,Ad Darib Dist.,24.0444443,45.2475724
Al Riyadh Area,Al Quwaiiyah,Al Muruj Dist.,24.0937517,45.302488
Al Riyadh Area,Ar Ruwaidhah,Al Wadi Dist.,24.7904969,46.6918862
Al Riyadh Area,Ar Ruwaidhah,Al Shifa Dist.,24.5673452,46.7024146
Al Riyadh Area,Ar Ruwaidhah,Al Faisaliyah Dist.,24.6369766,46.7728034
Al Riyadh Area,Ar Ruwaidhah,Al Banafsaj Dist.,30.0479751,31.465614
Al Riyadh Area,Ar Ruwaidhah,Al Khalij Dist.,23.7713478,44.7709565
Al Riyadh Area,Ar Ruwaidhah,Al Khalidiyah Dist.,24.5146326,44.3790118
Al Riyadh Area,Ar Ruwaidhah,Al Sulaymaniyah Dist.,23.7795262,44.7838411
Al Riyadh Area,Ar Ruwaidhah,Al Quds Dist.,24.5123294,44.409083
Al Riyadh Area,Ar Ruwaidhah,Al Wafa Dist.,23.7713478,44.7709565
Al Riyadh Area,Ar Ruwaidhah,Al Fayha Dist.,24.6799742,46.8119647
Al Riyadh Area,Ar Ruwaidhah,Al Aziziyah Dist.,24.5256458,44.4055847
Al Riyadh Area,Ar Ruwaidhah,Al Nuzhah Dist.,24.5484956,44.4539401
Al Riyadh Area,Ar Ruwaidhah,Al Dar Al Baida Dist.,24.56325,46.7914587
Al Riyadh Area,Ar Ruwaidhah,Al Dohah Dist.,23.7713478,44.7709565
Al Riyadh Area,Ar Ruwaidhah,Al Farah Dist.,23.7713478,44.7709565
Al Riyadh Area,Ar Ruwaidhah,Al Nakhil Dist.,24.7477484,46.6416962
Al Riyadh Area,Ar Ruwaidhah,Al Shuaibah Dist.,23.7713478,44.7709565
Al Riyadh Area,Ar Ruwaidhah,Al Muraiqeb Dist.,23.7713478,44.7709565
Al Riyadh Area,Ar Ruwaidhah,Al Urubah Dist.,23.7713478,44.7709565
Al Riyadh Area,Ar Ruwaidhah,Aba Al Ablan 1 Dist.,23.7713478,44.7709565
Al Riyadh Area,Ar Ruwaidhah,Subdivision Plan 3c,23.7713478,44.7709565
Al Riyadh Area,Ar Ruwaidhah,Subdivision Plan 1c,23.7713478,44.7709565
Al Riyadh Area,Ar Ruwaidhah,Subdivision Plan 2c,23.7713478,44.7709565
Al Riyadh Area,Ar Ruwaidhah,Al Dahna Dist.,23.0807269,40.3165198
Al Riyadh Area,Ar Ruwaidhah,Aba Al Ablan 2 Dist.,23.7713478,44.7709565
Al Riyadh Area,Ar Ruwaidhah,Industrial Area,23.0807269,40.3165198
Al Riyadh Area,Ar Ruwaidhah,Subdivision Plan 4c,23.7713478,44.7709565
Al Qassim Area,Qbah,Al Olaya Dist.,26.207826,43.483738
Al Qassim Area,Qbah,Al Aziziyah Dist.,27.402377,44.3425754
Al Qassim Area,Qbah,Al Azhar Dist.,27.402377,44.3425754
Al Qassim Area,Qbah,Al Nuzhah Dist.,26.4799317,43.6351321
Al Qassim Area,Qbah,Al Montazah Dist.,26.3585263,43.9415685
Al Qassim Area,Qbah,Al Jazirah Dist.,26.4124963,43.8726345
Al Qassim Area,Qbah,Al Rawdah Dist.,25.8561231,43.4886047
Al Qassim Area,Qbah,Al Zahrah Dist.,25.870975,43.49167
Al Qassim Area,Qbah,Al Basatin Dist.,26.3151927,44.0145548
Al Qassim Area,Qbah,Al Nahdah Dist.,26.4048668,43.9293741
Al Qassim Area,Qbah,Al Estrahat Dist.,27.402377,44.3425754
Al Qassim Area,Qbah,Ar Rabwah Dist.,26.3599123,43.9724152
Al Riyadh Area,AL Hasah,Um Talha Dist.,22.9273264,45.4474525
Al Riyadh Area,Ar Rayn,Najd Dist.,23.5382756,45.4992687
Al Riyadh Area,Ar Rayn,Al Hoymel Dist.,23.5497125,45.4849844
Al Riyadh Area,Ar Rayn,Al Hufuf Dist.,23.562816,45.5658892
Al Riyadh Area,Ar Rayn,Al Wusayta Dist.,23.5571533,45.4612327
Al Riyadh Area,Ar Rayn,Ar Rayn Al Aala Dist.,23.5912924,45.4327424
Al Riyadh Area,Ar Rayn,Al Muayzeleh Dist.,24.712085,46.7787713
Al Riyadh Area,Ar Rayn,Al Amar Dist.,24.712085,46.7787713
Al Riyadh Area,Ar Rayn,Al Maatala Dist.,23.5418584,45.5157676
Al Riyadh Area,Ar Rayn,Qubeiban Dist.,23.519463,45.5287352
Al Riyadh Area,Ar Rayn,King Faisal Dist.,23.5417629,45.5122317
Al Riyadh Area,Ar Rayn,Ashayra Dist.,23.5418584,45.5157676
Al Riyadh Area,Ar Rayn,Al Gharibiya Dist.,23.5484847,45.4956008
Al Riyadh Area,Ar Rayn,King Fahd Dist.,23.536028,45.5322724
Al Riyadh Area,Ar Rayn,Al Fath Dist.,23.5154161,45.5240193
Al Riyadh Area,Ar Rayn,Al Qumish Dist.,23.5418584,45.5157676
Al Riyadh Area,Ar Rayn,Ar Rafayie Dist.,23.5698778,45.5658892
Al Riyadh Area,Ar Rayn,Al Rajai Dist.,23.6163281,44.7668561
Al Riyadh Area,Ar Rayn,Al Wusta Dist.,23.5418584,45.5157676
Al Riyadh Area,Ar Rayn,Ableya Dist.,23.5418584,45.5157676
Al Riyadh Area,Ar Rayn,An Noor Dist.,23.5258581,45.5039821
Al Riyadh Area,Ar Rayn,Al Qadisiyah Dist.,23.5332007,45.514589
Al Riyadh Area,Ar Rayn,Al Shaeifan Dist.,23.5418584,45.5157676
Al Riyadh Area,Ar Rayn,Al Rayaniyah Dist.,23.5522234,45.5658892
Al Riyadh Area,Ar Rayn,Al Hano Dist.,23.5566963,45.5717894
Al Riyadh Area,Ar Rayn,Al Rawama Dist.,23.6126125,45.4335469
Al Riyadh Area,Ar Rayn,Al Muthanna Dist.,24.5375656,43.9401023
Al Riyadh Area,Ar Rayn,Al Fara Dist.,23.5650836,45.448041
Al Riyadh Area,Ar Rayn,Al Fardus Dist.,23.5211571,45.5334515
Al Riyadh Area,Ar Rayn,Ar Rifaa Dist.,23.5600724,45.4651107
Al Riyadh Area,Ar Rayn,Al Nasfah Dist.,23.6171847,45.4068639
Al Riyadh Area,Ar Rayn,Al Yamamah Dist.,23.5450588,45.5181251
Al Riyadh Area,Ar Rayn,Al Mutarida Dist.,23.5745418,45.5788706
Al Riyadh Area,Ar Rayn,Uhud Dist.,24.488399,46.6320798
Al Riyadh Area,Ar Rayn,Al Naqiea Dist.,23.5418584,45.5157676
Al Riyadh Area,Ar Rayn,Al Badayi Dist.,23.5418584,45.5157676
Al Riyadh Area,Ar Rayn,As Safa Dist.,23.5471241,45.5075174
Al Riyadh Area,Ar Rayn,Al Shumua Dist.,23.5124043,45.5287352
Al Riyadh Area,Ar Rayn,Ar Rafiah Dist.,24.6386199,46.663748
Al Riyadh Area,Ar Rayn,Al Yarmuk Dist.,23.5505642,45.5187145
Al Riyadh Area,Ar Rayn,Ghirnatah Dist.,23.506805,45.5246088
Al Riyadh Area,Ar Rayn,Ar Rayn Al Qadim Dist.,23.5501324,45.5028037
Al Riyadh Area,Ar Rayn,Al Sinaiyah Dist.,24.4796443,46.3070694
Al Riyadh Area,Al Muzahmyah,Al Huzaymiyyah Dist.,24.4807581,46.2924892
Al Riyadh Area,Al Muzahmyah,Al Suquriyyah Dist.,24.4781961,46.2809961
Al Riyadh Area,Al Muzahmyah,Al Muruj Dist.,24.4766535,46.275046
Al Riyadh Area,Al Muzahmyah,Shukhib Dist.,24.4889263,46.2655856
Al Riyadh Area,Al Muzahmyah,Al Andalus Dist.,24.4681487,46.2810439
Al Riyadh Area,Al Muzahmyah,Ghirnatah Dist.,24.4663575,46.2687538
Al Riyadh Area,Al Muzahmyah,Al Hada Dist.,24.4528506,46.2709702
Al Riyadh Area,Al Muzahmyah,Al Olaya Dist.,24.4610526,46.2832925
Al Riyadh Area,Al Muzahmyah,Nawarah Dist.,24.4665301,46.2979345
Al Riyadh Area,Al Muzahmyah,Waselah Dist.,24.4713948,46.2732342
Al Riyadh Area,Al Muzahmyah,Al Luluah Dist.,24.4669746,46.2275079
Al Riyadh Area,Al Muzahmyah,Al Rashidiyah Dist.,24.452678,46.248863
Al Riyadh Area,Al Muzahmyah,Al Ghtght Dist.,24.4794533,46.2426511
Al Riyadh Area,Al Muzahmyah,Al Rif Dist.,24.464612,46.260142
Al Riyadh Area,Al Muzahmyah,Al Muhammadiyah Dist.,24.4438868,46.2689858
Al Riyadh Area,Al Muzahmyah,Al Wahah Dist.,24.4713948,46.2732342
Al Riyadh Area,Al Muzahmyah,Al Hazm Dist.,24.043897,45.2522085
Al Riyadh Area,Al Muzahmyah,Al Musherfah Dist.,24.4863122,46.2988654
Al Riyadh Area,Al Muzahmyah,Al Jamiah Dist.,24.4737201,46.2593561
Al Riyadh Area,Al Muzahmyah,Al Wurud Dist.,24.4713948,46.2732342
Al Riyadh Area,Al Muzahmyah,Al Yasmin Dist.,24.4713948,46.2732342
Al Riyadh Area,Al Muzahmyah,Al Shlal Dist.,24.448665,46.266734
Al Riyadh Area,Al Muzahmyah,Tuwik Dist.,24.4725109,46.2877854
Madinah Area,Badr,Ar Rawdah Dist.,23.7891006,38.7874182
Madinah Area,Badr,Al Ghazwah Dist.,23.7853769,38.7928189
Madinah Area,Badr,Al Adwah Dist.,23.7947932,38.7742721
Madinah Area,Badr,Al Ghuzlani Dist.,23.7771432,38.7267034
Madinah Area,Badr,Idman Dist.,23.7679862,38.7992263
Madinah Area,Badr,Al Jadid Dist.,23.8103863,38.8417878
Madinah Area,Badr,Ash Shuhada Dist.,23.7745558,38.7909855
Al Riyadh Area,Al Kharj,Al Masani Dist.,24.1576043,47.3247876
Al Riyadh Area,Al Kharj,Al Barakah Dist.,24.1037026,47.2347059
Al Riyadh Area,Al Kharj,Al Muntazah Dist.,24.1653614,47.3274877
Al Riyadh Area,Al Kharj,New Industrial Dist.,24.1806513,47.3651698
Al Riyadh Area,Al Kharj,As Sulaymaniyah Dist.,24.1502987,47.3046668
Al Riyadh Area,Al Kharj,Al Safa Dist.,24.1808288,47.2754045
Al Riyadh Area,Al Kharj,Al Burj Dist.,24.1576043,47.3247876
Al Riyadh Area,Al Kharj,Al Wurud Dist.,24.1672404,47.3078072
Al Riyadh Area,Al Kharj,As Salam Dist.,24.1564756,47.3214387
Al Riyadh Area,Al Kharj,Ar Rafiah Dist.,24.1880759,47.2656337
Al Riyadh Area,Al Kharj,Al Yamamah Dist.,24.1811508,47.3246304
Al Riyadh Area,Al Kharj,Al Khalidiyah Dist.,24.1222065,47.2747105
Al Riyadh Area,Al Kharj,Al Khuzama Dist.,24.1336112,47.2728855
Al Riyadh Area,Al Kharj,Al Aziziyah Dist.,24.1553407,47.3056607
Al Riyadh Area,Al Kharj,Mishrif Dist.,24.1115549,47.2696176
Al Riyadh Area,Al Kharj,Ar Rashidiyyah Dist.,24.1576043,47.3247876
Al Riyadh Area,Al Kharj,Al Munyfiyah Dist.,24.1981648,47.2660377
Al Riyadh Area,Al Kharj,An Nasifah Dist.,24.1956227,47.2850509
Al Riyadh Area,Al Kharj,Al Badiah Dist.,24.1576043,47.3247876
Al Riyadh Area,Al Kharj,Al Mansurah Dist.,24.176284,47.3394065
Al Riyadh Area,Al Kharj,An Nahdah Dist.,24.1565466,47.3395946
Al Riyadh Area,Al Kharj,An Nuzhah Dist.,24.1601662,47.3431909
Al Riyadh Area,Al Kharj,Ar Rayyan Dist.,24.153894,47.3216222
Al Riyadh Area,Al Kharj,Al Andalus Dist.,24.1507124,47.3565137
Al Riyadh Area,Al Kharj,Al Faisaliyah Dist.,24.1603488,47.3562452
Al Riyadh Area,Al Kharj,Az Zahir Dist.,24.1414338,47.3543837
Al Riyadh Area,Al Kharj,Industrial Area,24.2119853,47.6920373
Al Riyadh Area,Al Kharj,Al Aliyah Dist.,24.1740342,47.3528673
Al Riyadh Area,Al Kharj,Al Hayathim,24.1639455,47.2297921
Al Riyadh Area,Al Kharj,Al Adamah Dist.,24.0918117,47.2273695
Al Riyadh Area,Al Kharj,Al Jamiah Dist.,24.1505625,47.2794531
Al Riyadh Area,Al Kharj,Al Qitar Dist.,24.249919,47.3603803
Al Riyadh Area,Al Kharj,Al Kharj Industrial City,23.9240452,47.2679555
Al Riyadh Area,Al Kharj,Prince Sultan Air Base,24.0627894,47.5618523
Al Riyadh Area,Al Kharj,Jawharat Al Kharj Dist.,24.1692584,47.2771395
Al Riyadh Area,Al Kharj,Al Muruj Dist.,24.231672,47.2211099
Al Riyadh Area,Al Kharj,As Sahab Dist.,24.1517455,47.3729314
Al Riyadh Area,Al Kharj,Al Yarmuk Dist.,24.1453556,47.3850724
Al Riyadh Area,Al Kharj,Al Akhdar Dist.,24.2008821,47.2685943
Al Riyadh Area,Al Kharj,Ar Rawabi Dist.,24.0961743,47.2601124
Al Riyadh Area,Al Kharj,Qurtubah Dist.,24.8165838,46.732001
Al Riyadh Area,Al Kharj,Al Hada Dist.,24.0999032,47.2880715
Al Riyadh Area,Al Kharj,Al Hamra Dist.,24.1604424,47.3046751
Al Riyadh Area,Ad Dilam,Al Khalidiyah Dist.,23.976619,47.1557087
Al Riyadh Area,Ad Dilam,Ash Shifa Dist.,23.976619,47.1557087
Al Riyadh Area,Ad Dilam,As Sulaymaniyah Dist.,23.976619,47.1557087
Al Riyadh Area,Ad Dilam,Sudayr Dist.,23.9846015,47.1228576
Al Riyadh Area,Ad Dilam,As Saydan Dist.,24.0171539,47.1384373
Al Riyadh Area,Ad Dilam,As Samari Dist.,24.0172375,47.1383544
Al Riyadh Area,Ad Dilam,An Nahdah Dist.,23.976619,47.1557087
Al Riyadh Area,Ad Dilam,Al Uwaymiriyah Dist.,23.987193,47.1397194
Al Riyadh Area,Ad Dilam,Al Sahnah Dist.,23.9881362,47.1343643
